queue_rank,unique_id,name,facility_type,operator_type,address_city,address_state,pincode,district_reference,pincode_join_confidence,readiness_score,completeness_score,evidence_support_score,consistency_score,high_leverage_score,review_priority_score,flag_count,high_severity_flag_count,primary_issue,review_status,evidence_validation_status
8628,7271999c-be22-4a8d-9c95-edd78c7c4b76,Ashoka Dental Hospital,clinic,private,Shahbad,Haryana,136135,KURUKSHETRA,exact_reference_mapping,83.76,88.0,61.88,100.0,16.7,16.35,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8629,1aa75a3e-0ef9-49cb-998d-0f91df34e2ac,Anupam Multi Specialty Laser Dental Clinic & Implant Center,clinic,private,Kadakkal,Kerala,695608,THIRUVANANTHAPURAM,exact_reference_mapping,78.56,75.0,61.88,100.0,1.06,16.34,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8630,25cd31d3-7d7c-4e5d-b680-4299c794a9b3,ROOTS Clinic,clinic,private,Surat,Gujarat,395007,SURAT,exact_reference_mapping,78.56,75.0,61.88,100.0,1.06,16.34,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8631,a52cd11b-9f4f-453a-ac7a-f54ab9815f49,Unique Aesthetic Clinic,clinic,private,Navi Mumbai,Maharashtra,400703,THANE,exact_reference_mapping,78.56,75.0,61.88,100.0,1.06,16.34,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8632,a60eb8e0-9aab-4826-b42d-6bcaab1ae97c,Niroma Dental Clinic,clinic,private,Raipur,Chhattisgarh,493332,BALODA BAZAR,exact_reference_mapping,78.56,75.0,61.88,100.0,1.06,16.34,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8633,c77d7098-0a92-443e-9268-ff3ad753398c,Arpit Multispeciality Hospital & Laparoscopy Center,hospital,private,Indore,Madhya,452001,INDORE,exact_reference_mapping,80.82,83.0,58.75,100.0,7.8,16.34,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8634,1a0ba62a-38d6-4a83-a900-041b577b8aad,Best Solution Speech & Hearing Clinic (Main Branch),clinic,private,Hyderabad,Telangana,500036,HYDERABAD,exact_reference_mapping,79.51,83.0,54.38,100.0,3.89,16.34,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8635,21e83797-3d5f-4c14-a512-065848141a86,Jaipur Speech & hearing center,hospital,private,Jaipur,Rajasthan,302004,JAIPUR,exact_reference_mapping,79.51,83.0,54.38,100.0,3.89,16.34,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8636,a72a4f63-332c-470d-86de-355ba9d09b1e,Shiva Diagnostic Centre,clinic,private,Lucknow,Uttar Pradesh,226005,LUCKNOW,exact_reference_mapping,80.56,80.0,61.88,100.0,7.04,16.34,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8637,c92ffe90-9b22-4936-b367-6379bbe21f4b,"Government Hospital Madhav Nagar Madhav Nagar Vikram Marg, Ujjain",hospital,public,Ujjain,Madhya Pradesh,456001,UJJAIN,exact_reference_mapping,80.16,79.0,61.88,100.0,5.83,16.34,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8638,2022c823-a86a-41fd-868d-100879f9111d,Rajni Hospital for Women,hospital,,Ahmedabad,Gujarat,380008,AHMADABAD,exact_reference_mapping,83.45,83.0,67.5,100.0,15.66,16.33,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8639,37b6768f-6096-4e6b-92a8-f2debaa6417b,MMJ Physiotherapy Clinics,clinic,private,Noida,Uttar Pradesh,201303,GAUTAM BUDDHA NAGAR,exact_reference_mapping,83.76,88.0,61.88,100.0,16.6,16.33,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8640,3a3f8683-4cea-492b-af7f-721b19974471,Shining 32 Multi Speciality Dental Clinic,clinic,private,Jamshedpur,Jharkhand,831006,EAST SINGHBUM,exact_reference_mapping,80.16,79.0,61.88,100.0,5.79,16.33,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8641,45e152a2-7410-4352-8d10-833a49714b17,Midas Dental Care,dentist,private,Greater Noida,Uttar Pradesh,201318,GAUTAM BUDDHA NAGAR,exact_reference_mapping,81.76,83.0,61.88,100.0,10.62,16.33,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8642,b9ccda4d-9bc6-43d0-be6c-0f82bb89606e,Dr Abha's Homeopathy,clinic,private,Jaipur,Rajasthan,302021,JAIPUR,exact_reference_mapping,80.56,80.0,61.88,100.0,7.01,16.33,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8643,becb6008-308b-426d-bffa-1a5f6873e1ca,Vivek Dental Clinic,clinic,private,Korba,Chhattisgarh,495677,KORBA,exact_reference_mapping,80.16,79.0,61.88,100.0,5.79,16.33,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8644,4d814675-fb66-4d77-92b3-825a316e3774,Shree Ram Eye Care & Nursing Home,clinic,private,Rudrapur,Uttarakhand,263153,UDAM SINGH NAGAR,exact_reference_mapping,81.36,82.0,61.88,100.0,9.4,16.33,4,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
8645,0cac5019-a2ea-482c-8357-eb5407315e15,Rajpara Dental Clinic,clinic,private,Ahmedabad,Gujarat,380051,AHMADABAD,exact_reference_mapping,85.76,93.0,61.88,100.0,22.57,16.32,1,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8646,454abedb-ba6a-40dc-af5e-ddbc173392ed,Maruti dental clinic,clinic,private,Bardoli,Gujarat,394600,,unresolved,80.56,80.0,61.88,100.0,6.96,16.32,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8647,83aa73e2-1a48-41fb-9940-ec9b3604aea2,Rudraksh Netralaya,hospital,private,Bikramganj,Bihar,802301,BHOJPUR,exact_reference_mapping,82.98,88.0,59.25,100.0,14.22,16.32,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8648,84db9f34-44b6-44fd-a534-5cc259b07da5,QSCAN Diagnostics and Intervention Radiology Centre,clinic,private,Vadodara,Gujarat,390018,VADODARA,exact_reference_mapping,83.51,93.0,54.38,100.0,15.82,16.32,1,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8649,c4b1f506-e485-45b9-a326-3fc5f4e586bb,Shreshta Fertility & Test Tube Baby Centre,hospital,private,Hyderabad,Telangana,500056,HYDERABAD,exact_reference_mapping,82.16,84.0,61.88,100.0,11.75,16.32,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8650,efc709c0-67f8-4bec-83f9-aa48861d79bc,M M Joshi and Kodkany Eye Centre,clinic,private,Belgaum,Karnataka,590019,BELAGAVI,exact_reference_mapping,82.16,84.0,61.88,100.0,11.75,16.32,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8651,0933ea9a-0ffc-4353-895b-30804521f110,Shree Rishabh Dev Dental Care & Implant Centre,dentist,private,Meerut Cantt,Uttar Pradesh,250001,MEERUT,exact_reference_mapping,80.56,80.0,61.88,100.0,6.92,16.31,3,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8652,16bd2ed9-e0dd-4ee3-8162-a5f53af031ef,Sri Chakra Fertility,clinic,private,Chennai,Tamil Nadu,600034,CHENNAI,exact_reference_mapping,80.56,80.0,61.88,100.0,6.92,16.31,3,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8653,12ffb660-79e5-4e02-8e08-64d4897b0d8f,Arambagh Apexx Diagnostic and Health Care,clinic,private,Arambagh,West Bengal,712601,HOOGHLY,exact_reference_mapping,83.76,88.0,61.88,100.0,16.52,16.31,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8654,19b38e0a-094a-4382-8a09-646525aa85f5,Advanced Kidney Care Centre,clinic,,Mathura,Uttar Pradesh,281004,MATHURA,exact_reference_mapping,80.97,83.0,59.25,100.0,8.16,16.31,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8655,307dee31-3eff-4d66-b5b8-3b621c3001e0,Happy Dentz Dental Clinic Orthodontic And Implant Center Invisalign Provider,clinic,private,Gwalior,Madhya Pradesh,474011,GWALIOR,exact_reference_mapping,80.16,79.0,61.88,100.0,5.73,16.31,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8656,50f7882b-674a-4879-859a-630c4c6fbea8,Regencare,clinic,private,Vennala,Kerala,682028,ERNAKULAM,exact_reference_mapping,80.97,83.0,59.25,100.0,8.15,16.31,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8657,52828041-6b6d-49ef-84c7-f91ca99333dc,Cure Plus Care Clinic,clinic,private,Pune,Maharashtra,412207,PUNE,exact_reference_mapping,81.51,88.0,54.38,100.0,9.78,16.31,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8658,6c127191-0758-4d55-bb25-d4a38fc3ab05,Deep Dental Clinic,clinic,private,Nikol,Ahmedabad,382350,AHMADABAD,exact_reference_mapping,83.76,88.0,61.88,100.0,16.52,16.31,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8659,79b4971e-7e68-4efe-9d3d-900e2e71ba2a,Medcure Multispeciality Hospital and Cardiac Centre,hospital,private,Navi Mumbai,Maharashtra,421201,THANE,exact_reference_mapping,81.38,84.0,59.25,100.0,9.36,16.31,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8660,80dbf33e-7ecc-4ecb-80d2-994d7217ff9a,Fame Diagnostics & Healthcare,clinic,private,Bengaluru,Karnataka,560077,BENGALURU URBAN,exact_reference_mapping,83.76,88.0,61.88,100.0,16.51,16.31,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8661,81f0d5f1-c586-4fa7-b1ce-bf07e20f01b9,INDU SCANS,clinic,private,Lucknow,Uttar Pradesh,226024,LUCKNOW,exact_reference_mapping,83.76,88.0,61.88,100.0,16.53,16.31,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8662,889b8088-de3b-4832-8424-2282bad61170,Dr. Deshpande's Dental Clinic and Implants Centre,clinic,private,Dombivli,Maharashtra,421201,THANE,exact_reference_mapping,83.76,88.0,61.88,100.0,16.54,16.31,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8663,8e187418-3802-42de-a94f-10e1c144d1de,Vision Plus Eye Clinic,clinic,private,Gurugram,Haryana,122004,GURUGRAM,exact_reference_mapping,80.97,83.0,59.25,100.0,8.15,16.31,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8664,9cb1a216-6640-4d6b-b6b8-dba3793640a2,"Dr Singh Path Lab , Kharar -Mohali",clinic,private,Mohali,Punjab,140103,S.A.S NAGAR,exact_reference_mapping,80.97,83.0,59.25,100.0,8.15,16.31,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8665,c99589e0-cbad-4f26-8b3f-d1790ea62312,ARV Global Hospital,hospital,private,Trivandrum City,Kerala,695001,THIRUVANANTHAPURAM,exact_reference_mapping,83.08,83.0,66.25,100.0,14.49,16.31,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8666,d973599d-b07a-4f14-9152-1db260692be0,Sexologist Verma Clinic,clinic,private,Dehra Dun,Uttarakhand,248001,DEHRADUN,exact_reference_mapping,82.98,88.0,59.25,100.0,14.2,16.31,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8667,f6a76d11-a6e7-4573-9a82-cfc2170b54aa,Ratandeep Surgical Hospital & Endoscopy Clinic,hospital,private,Ahmedabad,Gujarat,380008,AHMADABAD,exact_reference_mapping,85.7,83.0,75.0,100.0,22.33,16.31,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8668,f770e67b-987f-4df6-b541-6cc638be6839,Sri Guru Har Rai Sahib Diagnostic Centre,clinic,private,Chandigarh,Chandigarh,160022,CHANDIGARH,exact_reference_mapping,89.7,93.0,75.0,100.0,34.35,16.31,1,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8669,490daad8-2ff6-49b0-91ac-960e3b95ceb0,Ayur Palana Hospital,hospital,private,Kannadi,Kerala,678701,PALAKKAD,exact_reference_mapping,86.56,95.0,61.88,100.0,24.92,16.31,1,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
8670,62627348-b325-47bf-8c09-ac8812bf72c3,Retteri Kumaran Hospital,hospital,private,Chennai,Tamil Nadu,600099,CHENNAI,exact_reference_mapping,86.0,95.0,60.0,100.0,23.22,16.3,5,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
8671,119e85d2-d897-405a-a9ce-43610d115483,Megha Path Lab,clinic,private,Chandigarh,Chandigarh,160044,,unresolved,83.76,88.0,61.88,100.0,16.49,16.3,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8672,49fde4e3-4e91-46fe-bdec-bffef3238869,"Anup Clinical Laboratory Surat - 395003, Gujarat",clinic,private,Surat,Gujarat,395003,SURAT,exact_reference_mapping,81.76,83.0,61.88,100.0,10.49,16.3,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8673,6ec60b09-8601-4f6d-8a17-52d0055af75f,Jeevan Jyoti Netralaya Super Speciality Eye Hospital,hospital,private,Gwalior,Madhya Pradesh,474011,GWALIOR,exact_reference_mapping,83.76,88.0,61.88,100.0,16.49,16.3,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8674,a64add53-d05b-4600-a541-49bc8a3bf8f0,Velani Dental Care,dentist,private,Bhuj,Gujarat,370001,KACHCHH,exact_reference_mapping,81.76,83.0,61.88,100.0,10.49,16.3,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8675,f1dbb7e4-af01-42ee-a50b-bdd9060bf484,Changethu Ayurveda Hospital,hospital,private,Pathanamthitta,Kerala,689645,PATHANAMTHITTA,exact_reference_mapping,83.76,88.0,61.88,100.0,16.49,16.3,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8676,f586774b-760c-45ac-ace3-1166610e8f2e,Dr Deepika’s maternity centre,clinic,private,Panchkula,Haryana,134102,PANCHKULA,exact_reference_mapping,85.7,83.0,75.0,100.0,22.31,16.3,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8677,3b8a4669-2dd2-48a1-adf6-b8b9ccb9079d,Arambagh S.D. Hospital,hospital,public,Arambagh,West Bengal,712601,HOOGHLY,exact_reference_mapping,84.31,95.0,54.38,100.0,18.15,16.3,1,0,missing_or_invalid_year_established,unreviewed,claim_level_source_alignment_unverified
8678,5ad9c36f-1496-4c1e-82e6-44669235139c,Ramani Hospital,hospital,private,Chennai,Tamil Nadu,600083,CHENNAI,exact_reference_mapping,86.96,96.0,61.88,100.0,26.08,16.3,1,0,processed_no_supported_facts,unreviewed,claim_level_source_alignment_unverified
8679,800c8b0f-5265-4e77-8e3f-33551e49ece2,Bombay Maternity And Surgical Hospital,hospital,private,Surat,Gujarat,395007,SURAT,exact_reference_mapping,82.96,86.0,61.88,100.0,14.07,16.3,4,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
8680,2f01d7bd-1851-40cd-ab05-da9ba750536d,Advance Dental Clinic,clinic,private,Indore,Madhya Pradesh,452018,INDORE,exact_reference_mapping,81.76,83.0,61.88,100.0,10.45,16.29,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8681,c7ab77d0-0c3c-4f07-bbd9-3a7ed352c733,Mittal Children Hospital,hospital,private,Jaipur,Rajasthan,302017,JAIPUR,exact_reference_mapping,86.1,84.0,75.0,100.0,23.45,16.29,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8682,ebfcfc7e-8559-46d9-aaad-57d3defbf8ce,Zest Cosmetic Surgery & Hair Transplant Clinic,clinic,private,Ahmedabad,Gujarat,382433,AHMADABAD,exact_reference_mapping,79.38,79.0,59.25,100.0,3.31,16.29,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8683,d4737fdd-c479-4c31-9d34-fc19fd7d7e58,Dr. Sumitrabai Wagh Maternity Hospital,hospital,private,Mumbai,Maharashtra,400057,MUMBAI SUBURBAN,exact_reference_mapping,90.92,100.0,69.75,100.0,37.92,16.29,1,0,oncology_claim_repeated_not_evidenced,unreviewed,claim_level_source_alignment_unverified
8684,1629b893-e584-4583-98ac-84eab6881c32,Mhatre Dental Clinic,clinic,private,New Panvel,Maharashtra,410206,RAIGAD,exact_reference_mapping,78.56,75.0,61.88,100.0,0.79,16.28,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8685,1d257cf8-d814-4754-b59d-4fe707700a00,Skin and Recon,clinic,private,Bangalore,Karnataka,560041,BENGALURU URBAN,exact_reference_mapping,78.56,75.0,61.88,100.0,0.79,16.28,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8686,4ddb163f-33d3-4925-93e2-df9c78ada503,Holter On Demand,clinic,private,Chakkarpur,Haryana,122002,GURUGRAM,exact_reference_mapping,85.7,83.0,75.0,100.0,22.23,16.28,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8687,71a5f4c2-4a35-41f9-a234-46e94e1cbb2e,"Gold Rose Children's Clinic, Islamia College Road, Beside Morning Star Cafe, Yakutpura, Hyderabad, India, Telangana",clinic,private,Hyderabad,Telangana,500065,HYDERABAD,exact_reference_mapping,78.56,75.0,61.88,100.0,0.79,16.28,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8688,74b5d079-c0d3-4584-a909-cdb625c5ea8e,JJ Dental Clinic,clinic,private,Kakinada,Andhra Pradesh,533001,,ambiguous_reference_mapping,82.16,84.0,61.88,100.0,11.61,16.28,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8689,790275f7-c7e8-425a-b4ed-79367dcef9af,Padma Health Care,clinic,private,Tinsukia,Assam,786125,TINSUKIA,exact_reference_mapping,82.16,84.0,61.88,100.0,11.61,16.28,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8690,842170cb-1b76-41b8-9861-d46b265232f5,Tooth Station,clinic,private,Chennai,Tamil Nadu,600041,CHENNAI,exact_reference_mapping,78.56,75.0,61.88,100.0,0.79,16.28,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8691,1838dde4-85cd-4812-b1d3-6b45086d753b,GUPTA ENT AND HEART CENTRE - Alwar,hospital,private,Alwar,Rajasthan,301001,ALWAR,exact_reference_mapping,81.76,83.0,61.88,100.0,10.36,16.27,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8692,22fbc724-7d28-4ca4-a5db-cc674c36f1e5,Shankar Dental Clinic,clinic,private,Ramnagar,Uttarakhand,244715,,ambiguous_reference_mapping,81.76,83.0,61.88,100.0,10.37,16.27,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8693,5ac2552c-cb5b-4b78-873c-b4089f7c56a9,Maitrey Multi Super Speciality Hospital & Research Centre,hospital,private,Surat,Gujarat,395007,SURAT,exact_reference_mapping,81.76,83.0,61.88,100.0,10.36,16.27,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8694,6271fad2-d4eb-44f3-8b59-d4cb7dd8f441,Dr. Goyal's skin clinic,clinic,private,Ghaziabad,Uttar Pradesh,201003,GHAZIABAD,exact_reference_mapping,82.16,84.0,61.88,100.0,11.57,16.27,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8695,7f0686bb-4f55-4031-8432-14ea28423f73,Dr Deshmukh's Homeopathic Clinic And Research Centre,clinic,private,Nagpur,Maharashtra,440017,NAGPUR,exact_reference_mapping,82.16,84.0,61.88,100.0,11.57,16.27,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8696,8e8a4d0d-420c-4a6b-b827-b3ea81d1421f,Feliz Dentistry,clinic,private,Cannanore,Kerala,670002,KANNUR,exact_reference_mapping,81.76,83.0,61.88,100.0,10.37,16.27,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8697,b2525244-bf46-406d-b102-53455fff0f2c,Rajeshwari Dental Clinic,clinic,private,Vasai-virar,Maharashtra,401202,PALGHAR,exact_reference_mapping,83.76,88.0,61.88,100.0,16.35,16.27,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8698,c50ba793-081d-4429-9f5e-93bcb437f661,Family Dental Clinic And Hospital,hospital,private,Dungarpur,Rajasthan,314001,,ambiguous_reference_mapping,81.76,83.0,61.88,100.0,10.37,16.27,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8699,d2bf8556-0a59-487f-b805-eac77bb930a0,Sant Kabir Eye Hospital,hospital,private,Basti,Uttar Pradesh,272194,BASTI,exact_reference_mapping,82.16,84.0,61.88,100.0,11.57,16.27,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8700,fe4bec02-6d23-4ebe-a192-ff0482899164,Shantvan Neuropsychiatry Hospital,hospital,private,Rajkot,Gujarat,360002,RAJKOT,exact_reference_mapping,84.96,91.0,61.88,100.0,19.96,16.27,2,0,processed_no_supported_facts,unreviewed,claim_level_source_alignment_unverified
8701,3ad767f9-e38e-4280-9ecd-02cd308bd650,"Ace Dental Care - Sco No, 1, World One High Street, Sector 115, Landran Road, Near Hammer Gym, Sector 115, Mohali-140307, Punjab",dentist,private,Mohali,Punjab,140307,S.A.S NAGAR,exact_reference_mapping,79.38,79.0,59.25,100.0,3.18,16.26,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8702,3de21fad-04fa-4954-b3b3-a4a4ef86432b,Baghels Dental World,dentist,private,Mumbai,Maharashtra,400063,MUMBAI SUBURBAN,exact_reference_mapping,83.76,88.0,61.88,100.0,16.31,16.26,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8703,6c23810a-1244-419d-9a85-f9966952146d,KG Stone Hospital Ajmer,hospital,private,Ajmer,Rajasthan,305004,AJMER,exact_reference_mapping,79.38,79.0,59.25,100.0,3.18,16.26,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8704,b639de89-28e7-443d-b32a-7242c2ad875d,SPOT Hospital,hospital,private,Chennai,Tamil Nadu,600024,CHENNAI,exact_reference_mapping,83.62,90.0,58.75,100.0,15.91,16.26,3,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
8705,c5f3b46f-fdfa-4d14-bac6-8d181d42734a,Shiv Diagnostic Centre,clinic,private,Gurgaon,Haryana,122006,GURUGRAM,exact_reference_mapping,83.76,88.0,61.88,100.0,16.33,16.26,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8706,d055cbea-6833-404b-96b4-4facf8c74e33,You Take Care Medical Laboratory,clinic,private,Thodupuzha,Kerala,685584,IDUKKI,exact_reference_mapping,80.16,79.0,61.88,100.0,5.52,16.26,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8707,d60a89d8-3b17-450e-a333-fc9e40740d44,Goyaner Homoeopathic Centre Gwalior,hospital,private,Gwalior,Madhya Pradesh,474009,GWALIOR,exact_reference_mapping,80.16,79.0,61.88,100.0,5.52,16.26,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8708,dddedc1c-cd7f-4640-b07a-830d06600a48,Sunshine Eye Care,clinic,private,Navi Mumbai,Maharashtra,400703,THANE,exact_reference_mapping,80.16,79.0,61.88,100.0,5.52,16.26,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8709,fcc6fc0e-4b7d-4245-ba1d-ca6fcde5e167,Geetasri Clinic,clinic,,Dhanbad,Jharkhand,826003,DHANBAD,exact_reference_mapping,80.16,79.0,61.88,100.0,5.52,16.26,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8710,fe64c718-2b54-4740-b78a-fa0f1911389d,Mhatre Accident Hospital,hospital,private,Panvel,Maharashtra,410206,RAIGAD,exact_reference_mapping,90.5,95.0,75.0,100.0,36.53,16.26,1,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
8711,1ec7803b-349f-4ba1-afeb-00d391c1f63f,Neethi Medical Lab,clinic,private,Aluva,Kerala,683101,ERNAKULAM,exact_reference_mapping,79.51,83.0,54.38,100.0,3.52,16.25,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8712,1f684eff-b6e4-43aa-87f7-952bdfb0c578,Hearing Clinic,clinic,private,Srinagar,Jammu And Kashmir,190009,SRINAGAR,exact_reference_mapping,79.51,83.0,54.38,100.0,3.55,16.25,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8713,27a5a092-90c8-4d21-a9c2-cb2a94e07fc9,Anupama IVF Center,clinic,private,Purnia City,Bihar,854302,PURNIA,exact_reference_mapping,79.51,83.0,54.38,100.0,3.55,16.25,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8714,9611f763-cd3c-458e-82d6-1125f63d871d,Chikitsa Ent Hospital,hospital,private,Amritsar,Punjab,143001,AMRITSAR,exact_reference_mapping,89.7,93.0,75.0,100.0,34.1,16.25,1,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8715,0104a988-f521-475f-8358-4b0a297a2605,Mandhaniya Hospital,hospital,private,Hinganghat,Maharashtra,442301,WARDHA,exact_reference_mapping,80.16,79.0,61.88,100.0,5.42,16.24,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8716,081e4e0a-0793-4791-92ae-699b50e7b60d,Diet House Weight Loss & Wellness Clinic,clinic,private,Dhule,Maharashtra,424002,DHULE,exact_reference_mapping,80.16,79.0,61.88,100.0,5.42,16.24,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8717,13aa2a72-d6f7-4542-8055-e8fef24204fe,Dr.Ved Gupta Hospital,hospital,private,Amritsar,Punjab,143001,AMRITSAR,exact_reference_mapping,80.16,79.0,61.88,100.0,5.42,16.24,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8718,3a985485-77ad-4147-8f52-7edeb262c8f2,Hirachand Munot Memorial Criticare Hospital,hospital,private,Yavatmal,Maharashtra,445001,YAVATMAL,exact_reference_mapping,83.34,83.0,67.12,100.0,15.0,16.24,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8719,5fc3d75c-a294-4af1-acbe-7fec56f9d258,Loomba Maternity and ENT Hospital,hospital,private,Ambala Cantt,Haryana,133001,AMBALA,exact_reference_mapping,80.97,83.0,59.25,100.0,7.89,16.24,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
8720,2edafa50-37d3-4b1c-9a39-ce47cb0dee42,Sumukha Speciality Clinic,clinic,private,Mysore,Karnataka,570017,MYSURU,exact_reference_mapping,82.16,84.0,61.88,100.0,11.39,16.23,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
