source_row_number,unique_id,name,scoring_eligible,intake_issue_codes,facilityTypeId,facility_type_normalized,facility_type_normalization_action,operatorTypeId,operator_type_normalized,operator_type_normalization_action,address_zipOrPostcode,pincode_normalized,pincode_reference_status,pincode_join_confidence
4322,04d8217d-b4c7-4cd4-b94a-649af55d716f,Helios Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
4344,07ca968a-e4ea-4fad-ad4f-55123435a3b2,Wound and Vein Advance Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,400062,400062,,unresolved
4349,08d4967a-b02f-4373-aace-2db8f64b0e27,Imkongliba Memorial District Hospital,True,,hospital,hospital,unchanged,public,public,unchanged,798601,798601,district_mode_selected,ambiguous_reference_mapping
4352,09338cdb-11b0-4b37-9361-694e7d4bc255,Chaudhary Ehsan Kareem Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,208001,208001,district_mode_selected,ambiguous_reference_mapping
4363,0ac3da4a-b461-43f5-893a-5c193dbbac45,Satya Children Care Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
4366,0b27409a-97f4-4468-94d5-2e4d52cd96c4,Dr. Mathur Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,302014,302014,,unresolved
4394,0fe3fe7f-f1d9-4332-9147-2c35de3179f0,"Sun Medical And Research Centre Thrissur, Kerala, India - 680 001",True,,hospital,hospital,unchanged,private,private,unchanged,680 001,,,invalid_pincode
4395,0ff86be5-edf1-453a-a21f-bfb8bf277128,"Westend Eye Hospital - Near Vimalalayam, Kacheripady, Chittoor Road Cochin 18, Kerala, India",True,,hospital,hospital,unchanged,private,private,unchanged,18,,,invalid_pincode
4406,11db1856-af79-473a-83cb-2ff087e839f8,The Big Banyan Healthcare,True,,clinic,clinic,unchanged,private,private,unchanged,560049,560049,ambiguous_district,ambiguous_reference_mapping
4437,16fe30ba-4894-404e-af54-c28652126a6f,KP Multi Speciality Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,600112,600112,,unresolved
4449,18eaa161-f30b-4861-8ce9-a2300cca3932,Raja Superspeciality Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,600037,600037,ambiguous_district,ambiguous_reference_mapping
4482,2004642f-169a-4109-94d7-64eb920a2f2b,Viswananda Heritage Ayurveda Clinic and Panchakarma Center,True,,clinic,clinic,unchanged,private,private,unchanged,42,,,invalid_pincode
4492,21c00074-a64d-4f5c-8ebc-70efa64da1bb,Monaris Skin and Hair Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110024,110024,district_mode_selected,ambiguous_reference_mapping
4495,Our clinic provides comprehensive solutions for acne, fungal infections,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,2025-12-20,,,invalid_pincode
4504,2438a69f-55a6-4cbc-b4e7-ede6707157d2,B. D. Pandey District Hospital Blood Bank,True,,hospital,hospital,unchanged,public,public,unchanged,262529,262529,district_mode_selected,ambiguous_reference_mapping
4514,2605d8bd-380a-4ad5-b170-408e1dcdd1be,Dipali Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,583201,583201,district_mode_selected,ambiguous_reference_mapping
4525,277e82f0-241a-458a-b9fc-e32d2b3dfcba,Sabine Hospital and Research Centre,True,duplicate_unique_id,hospital,hospital,unchanged,private,private,unchanged,686674,686674,,unresolved
4526,277e82f0-241a-458a-b9fc-e32d2b3dfcba,Sabine Hospital and Research Centre,False,duplicate_unique_id,hospital,hospital,unchanged,private,private,unchanged,686674,686674,,unresolved
4530,27f1d676-0bd0-463e-b03a-05d467877f69,WUS Health Centre,True,,hospital,hospital,unchanged,private,private,unchanged,110007,110007,district_mode_selected,ambiguous_reference_mapping
4531,28091975-adbd-4746-b752-dbf84ee237eb,Manokamna Hospital,True,,hospital,hospital,unchanged,,,missing,734001,734001,district_mode_selected,ambiguous_reference_mapping
4538,29420e17-02f2-4e46-be93-eaad83fa3521,Indrawati Devi Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,800018,800018,,unresolved
4542,29e21b4c-f860-41b0-a9bd-e19790af7bda,R.K. Hospital,True,,hospital,hospital,unchanged,,,missing,110042,110042,district_mode_selected,ambiguous_reference_mapping
4546,2a539b32-7041-413e-9e2b-44296a7657cc,Ayush Hospital And Diagnostic Center,True,,hospital,hospital,unchanged,private,private,unchanged,786005,786005,,unresolved
4547,2a5453b6-cfa4-4b43-8919-e7df18ccf1cb,Align 32 Family Dental Care Centre,True,,clinic,clinic,unchanged,private,private,unchanged,413300,413300,,unresolved
4566,2c9462bd-4960-41f7-8754-e4feac9f2b77,ESI Hospital,True,,hospital,hospital,unchanged,public,public,unchanged,502334,502334,district_mode_selected,ambiguous_reference_mapping
4585,30139d30-e820-426e-8acd-75f9db9de84c,Agasthya Ayurvedic Medical Center,True,,hospital,hospital,unchanged,private,private,unchanged,688550,688550,,unresolved
4604,325be5e7-5b85-473b-bab6-a6e46120011f,Inodaya Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,533003,533003,district_mode_selected,ambiguous_reference_mapping
4612,33178d9b-d925-4fa8-9965-0af0ac0ba7e1,SRK Scan Centre,True,,clinic,clinic,unchanged,private,private,unchanged,613 007,,,invalid_pincode
4617,345ebf51-1bdd-4e21-89c9-91c90f7bda86,Apex Dental and Health Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110084,110084,district_mode_selected,ambiguous_reference_mapping
4626,358e9c46-2636-41a5-bac2-144c838e567b,Jaisee Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,625010,625010,,unresolved
4636,36556485-61f1-44a2-9d39-361a5cd6925d,"Shri Mahavir Hospital Ambikapur, Chhattisgarh",True,,hospital,hospital,unchanged,private,private,unchanged,497001,497001,district_mode_selected,ambiguous_reference_mapping
4659,3914defc-e17b-4932-b560-a601eb95e0ab,Aaxis Hospitals,True,,hospital,hospital,unchanged,,,missing,560067,560067,ambiguous_district,ambiguous_reference_mapping
4682,3aef8f00-e950-4e69-b688-b1deaa619f9b,Shubham Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,231307,231307,district_mode_selected,ambiguous_reference_mapping
4689,3c0c8325-7198-4bc3-87ec-0a1409f37372,Kalra Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110024,110024,district_mode_selected,ambiguous_reference_mapping
4715,3f7e7649-c1c0-46be-b320-45192b55bf89,Jeevan Women Care Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,87,,,invalid_pincode
4718,3f97b772-d399-4790-bf87-6508e7744681,Navjeeva Ayurvedic Dispensary,True,,farmacy,pharmacy,corrected_typo,private,private,unchanged,431002,431002,exact,exact_reference_mapping
4723,4119f83a-4a23-49f0-8d75-69ceb7532e4e,Khandelwal Dental and Skin Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,11,,,invalid_pincode
4725,415adc21-4032-4c18-9bfe-b12ae0dcdb63,Umakant Eye Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,583201,583201,district_mode_selected,ambiguous_reference_mapping
4730,41ff825c-3955-4b42-82a2-ee08663f6846,Say Cheese Multispecialty Dental Clinic - Gachibowli,True,,clinic,clinic,unchanged,private,private,unchanged,500032,500032,ambiguous_district,ambiguous_reference_mapping
4761,479743d8-f28c-4056-b12e-829bad5e3115,Miracle Women & Children's Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,560049,560049,ambiguous_district,ambiguous_reference_mapping
4768,484daa30-8221-455a-af92-e7d5784b18c0,Meenakshi Speech & Hearing Clinics,True,,clinic,clinic,unchanged,private,private,unchanged,110048,110048,district_mode_selected,ambiguous_reference_mapping
4775,4947d7f1-c91c-4078-a3aa-37536b7d1c48,Global Agnikarma Centre,True,,clinic,clinic,unchanged,private,private,unchanged,382346,382346,,unresolved
4798,4c3e0a68-4ebb-4d07-a08c-328f0fb11e39,Dr. Dr. Obul Reddy Heart Care & Multi Speciality Centre,True,,,,missing,private,private,unchanged,533003,533003,district_mode_selected,ambiguous_reference_mapping
4809,4d482e1f-2970-484e-a94d-6e228458798f,Ginni skin and laser hospital,True,,clinic,clinic,unchanged,private,private,unchanged,121102,121102,district_mode_selected,ambiguous_reference_mapping
4820,4ef64bf6-489e-4b9b-a1a4-862c0f2a3e0a,Tarakeswar Rural Hospital Hoogly,True,,hospital,hospital,unchanged,public,public,unchanged,712410,712410,district_mode_selected,ambiguous_reference_mapping
4821,4efd0dab-d828-4560-9091-500c48954561,Vision Multi Specialty Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,533440,533440,ambiguous_district,ambiguous_reference_mapping
4824,4f29d1ab-d901-4de6-81c7-23141741b025,Surya Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,822112,822112,district_mode_selected,ambiguous_reference_mapping
4868,549251c6-97b1-414a-a78f-95127f7b5d19,Smilesparks Dental & Orthodontic Center,True,,dentist,dentist,unchanged,private,private,unchanged,10,,,invalid_pincode
4876,5575eb04-a2ed-4357-ab04-b9dbfa6a510d,Vatsalya Children Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,221102,221102,,unresolved
4881,55f5d11c-7761-4264-917d-c32ffdbf1c88,Sai Medicare,True,,pharmacy,pharmacy,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
4908,58ff33e2-7e14-409b-8753-ace4557a15b3,Spandana Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,560039,560039,,unresolved
4914,59bfb79a-5c19-4da0-a85b-b1c3eed73c08,"National Institute of Homoeopathy, Kolkata",True,,hospital,hospital,unchanged,public,public,unchanged,700 106,,,invalid_pincode
4940,5c8a6651-ac4a-4292-b0ff-ed9525284112,MAA E.N.T. Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,500 033,,,invalid_pincode
4967,613140d0-3318-4ccc-a50f-4868df72b67f,Focus Dental Care Gachibowli,True,,clinic,clinic,unchanged,private,private,unchanged,500032,500032,ambiguous_district,ambiguous_reference_mapping
4990,644fd371-64f7-46eb-8002-ac77bf300585,Neuro Care Hospital Jaipur,True,,hospital,hospital,unchanged,private,private,unchanged,302023,302023,,unresolved
4997,65206cf8-b10a-44e7-9f55-f6d343c38be9,"Ikshan Eye Hospital and LASER Centre, Nagpur",True,,hospital,hospital,unchanged,private,private,unchanged,440011,440011,,unresolved
5015,67409c4c-a2eb-4f4e-926d-cb18f14488b3,"Kejriwal Stone Clinic & Kidney Care Centre, Sevoke Road, Siliguri",True,,clinic,clinic,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
5024,68c61109-4989-47f6-be28-88f41e288dec,Cee Dee Diagnostics Palam Delhi,True,,clinic,clinic,unchanged,private,private,unchanged,110077,110077,district_mode_selected,ambiguous_reference_mapping
5027,69b2e64c-5a97-4ada-ab87-47ede45e3dd3,Baby Steps Fertility Centre,True,,clinic,clinic,unchanged,private,private,unchanged,600095,600095,district_mode_selected,ambiguous_reference_mapping
5033,6b47653b-ae68-4bf6-aaee-ed2bf05cbc72,City Smiles Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,390008,390008,missing_geo,ambiguous_reference_mapping
5046,6cfc9ae4-b1ec-4f54-907b-e7c3af15178a,Sunrise Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,110065,110065,district_mode_selected,ambiguous_reference_mapping
5063,6fa191c3-09f0-4eab-b38e-cb9daac83dc0,Port View Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,700023,700023,district_mode_selected,ambiguous_reference_mapping
5078,71a5b59c-23ad-4744-8a5a-f1d8c8afdf58,Hans Charitable Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,110009,110009,district_mode_selected,ambiguous_reference_mapping
5079,71e14683-1963-45b5-ae18-b8aa1e712c71,Sukruthi Orthopedics and Joint Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,560069,560069,,unresolved
5081,71fb9193-4246-45bc-89bc-acf66da75ecc,Diacare Diabetes Specialities Center,True,,clinic,clinic,unchanged,private,private,unchanged,643011,643011,,unresolved
5092,73ab1b1b-2352-4e3d-929e-058147aa376a,Aastha Medical Centre,True,,clinic,clinic,unchanged,private,private,unchanged,110024,110024,district_mode_selected,ambiguous_reference_mapping
5095,73fb1425-7c6f-413d-9279-573445b62452,Dr Varun's Dental Clinic,True,,dentist,dentist,unchanged,private,private,unchanged,380000,380000,,unresolved
5096,749d791f-857e-4de6-b774-9d4ac7e3e93c,Mothers Speciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,600053,600053,district_mode_selected,ambiguous_reference_mapping
5099,We specialize in 883+ surgeries,4,False,invalid_unique_id|invalid_organization_type,08f3d32534cd998d03b0bda3b1839e82,,unmapped,"[""https://www.justdial.com/Pathankot/24-Hours-Gynaecologist-Doctors/nct-11097568"",""https://www.scribd.com/document/820578841/All-Hospital-Final-List-Sheet2-1"",""https://www.drlogy.com/ayushman-bharat/hospitals/punjab/amritsar/gupta-multispeciality-hospital-amritsar"",""https://www.tribuneindia.com/news/amritsar/another-hospital-in-the-dock-300562/"",""https://watchdoq.com/blog/hospitals/amritsar/gupta-multispeciality-hospital"",""https://www.facebook.com/386844161831620"",""https://www.practo.com/amritsar/hospital/gupta-multispeciality-hospital-sant-avenue"",""https://amritsar.nic.in/public-utility/gupta-multispeciality-hospital/"",""https://www.eka.care/doctor/dr-r-k-gupta-general-medicine-amritsar"",null]",,unmapped,kie,,,invalid_pincode
5106,764025d8-bfd6-4c0d-84f8-5e7bf4d80255,Mewar Hospital Shahdol,True,,hospital,hospital,unchanged,,,missing,484001,484001,district_mode_selected,ambiguous_reference_mapping
5122,7930b04c-c4c3-4662-8328-c659e4133d63,Prasanthi Hospital,True,,hospital,hospital,unchanged,,,missing,222321,222321,,unresolved
5123,7949a693-719c-4069-8616-3d6b669b12f0,Dr Padmaja Fertility Centre,True,,clinic,clinic,unchanged,private,private,unchanged,500 007,,,invalid_pincode
5136,7b4e2f09-08a1-4121-8c9b-9038368425d8,Sapthagiri Eye Care Centre,True,,clinic,clinic,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
5152,7cd67680-91f8-459e-8919-d876714af1e3,Mukherjee Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
5187,824fd82c-e0cc-411f-a8e8-55944f02477a,Chennai Heritage Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,600 106,,,invalid_pincode
5209,86460013-b5cc-4cf0-b68d-feea973c6c3f,Parvathy Medical Centre,True,,farmacy,pharmacy,corrected_typo,private,private,unchanged,643001,643001,exact,exact_reference_mapping
5210,867883b6-18d5-4208-859a-6a15f6b3e91f,Diet N Nutrition,True,,doctor,doctor,unchanged,private,private,unchanged,144004,144004,,unresolved
5236,8a7f0671-bf7c-4feb-a6b7-222b7ab84443,Dr Chawla Implant & Orthodontic Centre,True,,clinic,clinic,unchanged,private,private,unchanged,110009,110009,district_mode_selected,ambiguous_reference_mapping
5256,8c8cbb15-6b6b-4b4e-856a-2360c582fd48,"Kashmir Eye Hospital, Srinagar",True,,hospital,hospital,unchanged,private,private,unchanged,190015,190015,ambiguous_district,ambiguous_reference_mapping
5269,8f03caac-4bc4-4360-bbe5-754279312811,Nashik Fertility Center,True,,hospital,hospital,unchanged,private,private,unchanged,13,,,invalid_pincode
5271,8fbe44ce-41bf-42f9-9acc-87363f0429fe,Clinic Elegance,True,,clinic,clinic,unchanged,private,private,unchanged,110048,110048,district_mode_selected,ambiguous_reference_mapping
5286,9184efcd-db04-46d7-baeb-9fdf811fce56,Asha Kiran Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,45,,,invalid_pincode
5287,91b1e99f-195c-4826-9c25-a2b48b5a9f33,Hubli Super Speciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,580-031,,,invalid_pincode
5288,91feb7b2-c442-478a-99ac-d5a9228c93d4,Faith Infertility And IVF Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,201009,201009,district_mode_selected,ambiguous_reference_mapping
5291,925c4372-f5aa-4fe5-a0f3-fe2127d99619,Aastha Dental Care,True,,dentist,dentist,unchanged,private,private,unchanged,305994,305994,,unresolved
5295,931cb84f-82c9-4849-a282-9a9b639d0349,Arisjuvady Mental Health Center,True,,clinic,clinic,unchanged,private,private,unchanged,7,,,invalid_pincode
5299,9421d561-c902-40b4-9550-3fda485d3cf4,Blooming Smiles Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,302121,302121,,unresolved
5312,95e03397-4a89-431e-9e7a-c3bf12413190,Sarvoday Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,360110,360110,district_mode_selected,ambiguous_reference_mapping
5313,95f35d21-a8c6-4822-8acc-ebddcbfdcb62,Shravana Hearing Aid Centre - Bangalore,True,,clinic,clinic,unchanged,private,private,unchanged,5600019,,,invalid_pincode
5331,975e993b-d229-47c0-8a38-151685479592,Kamti Healthcare Diagnostics,True,,clinic,clinic,unchanged,private,private,unchanged,734088,734088,,unresolved
5338,98f817f4-b135-4274-bc2a-39a04cc8700b,Dheeraj Bafna Jain Physiotherapy Center,True,,clinic,clinic,unchanged,private,private,unchanged,600108,600108,,unresolved
5347,9a5cb946-0faa-4315-a102-f2b8954710b1,Family Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110092,110092,district_mode_selected,ambiguous_reference_mapping
5391,9f3c6c60-8512-4a1d-be69-54b262d521eb,Medigo Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,517502,517502,district_mode_selected,ambiguous_reference_mapping
5393,9f50c953-cd35-474b-a335-7e79def380c2,Ashwin Scan,True,,clinic,clinic,unchanged,private,private,unchanged,600053,600053,district_mode_selected,ambiguous_reference_mapping
5400,a0131848-5491-4442-a3fb-ac5d47edae28,Vidyasagar Institute of Mental Health and Neuro and Allied Sciences,True,,hospital,hospital,unchanged,private,private,unchanged,110065,110065,district_mode_selected,ambiguous_reference_mapping
5404,a0c357ba-ca01-41f8-8428-b36a94a35096,"Yadav Dental Care Clinic - Balrampur, Balrampur",True,,clinic,clinic,unchanged,private,private,unchanged,271200,271200,,unresolved
5462,a948a2d7-b57a-4df6-b082-d8e5b86a214b,Civil Hospital Palwal,True,,hospital,hospital,unchanged,public,public,unchanged,121102,121102,district_mode_selected,ambiguous_reference_mapping
5485,ac1fdfb4-f5d3-4b43-b6ba-fbe6e2fbd09d,Meraki Dental Studio - Best Dentist In Delhi India,True,,dentist,dentist,unchanged,private,private,unchanged,110049,110049,district_mode_selected,ambiguous_reference_mapping
5487,ac30d25e-ad53-48a3-abcb-0c70d81299c5,Lodha Hospital And Maternity Home,True,,hospital,hospital,unchanged,private,private,unchanged,411029,411029,,unresolved
5488,ac3b8d41-a4f1-4e61-a55c-a988b4882c71,Newlife Fertility Centre – Siliguri,True,,clinic,clinic,unchanged,private,private,unchanged,734004,734004,district_mode_selected,ambiguous_reference_mapping
5494,acb3758a-65ec-4f60-84f1-9e8db712be7b,Ganesh Ortho Trauma & Medical Centre,True,,clinic,clinic,unchanged,private,private,unchanged,110051,110051,ambiguous_district,ambiguous_reference_mapping
5495,acbf6224-a6a4-48b5-b65e-79a48877b673,Urja Ayurveda Panchakarma Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,39,,,invalid_pincode
5497,Their staff at Green Dental Clinic provides complete dental care with the highest standard of treatment,,False,invalid_unique_id|invalid_organization_type,"[""https://mediniz.com/public/feeds/Top-10-Best-Dental-Clinics-in-Patna"",""https://www.indiamart.com/green-dental-care-patna/"",""https://www.justdial.com/Patna/Green-Dental-Care-Opp-Saket-Galaxy-Boring-Road/0612PX612-X612-170425174643-M9T2_BZDET"",""https://www.justvisitonline.com/listing/Patna/dental-clinic-in-boring-road"",""https://www.mappls.com/place-green+dental+care+best+dentists-b-150-near+saket+galaxy-sri+ram+path-west+boring+canal+road-patna-bihar-800013-OXR1MX@zdata=MjUuNjIwNTM5Kzg1LjEyMTY2OSsxNytPWFIxTVgrKw==ed"",""http://www.greendentalcare.in/"",""https://www.facebook.com/613645765451688"",""https://happysmiledentalcare.in/12-popular-cosmetic-dental-procedures-available-in-patna-your-complete-guide-to-a-perfect-smile/"",""https://www.eka.care/clinic/green-dental-care-328-77925758"",null]",,unmapped,,,missing,"{""coordinates"":[85.12193298339844,25.620325088500977],""type"":""Point""}",,,invalid_pincode
5506,ad4b5e23-b438-4572-b4bc-8cae98985b9d,Dr. Sabadra's Advanced Dentistry Center,True,,clinic,clinic,unchanged,private,private,unchanged,400023,400023,,unresolved
5534,b0e6c53b-b12f-4024-b089-7de2ca0bda16,Kailash Cancer Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,391 760,,,invalid_pincode
5569,b582556c-5532-4a17-86c9-ab638d7ddcf3,Dr Sinha Acupuncture Clinic – M-53 Kalkaji New Delhi,True,,clinic,clinic,unchanged,private,private,unchanged,110019,110019,district_mode_selected,ambiguous_reference_mapping
5586,b7ebc06d-a35e-4382-8acd-b4621d330687,Nimbus Eye Centre,True,,hospital,hospital,unchanged,private,private,unchanged,160044,160044,,unresolved
5591,b8d2eb96-5ea2-4946-9d69-e12af15634ba,Unikare Hospital,True,,hospital,hospital,unchanged,,,missing,302011,302011,,unresolved
5603,ba77e8e8-1596-48b3-933b-e5dad5c98dca,"Dentes Clinic – 207 East Veli Street, Madurai – 625 001",True,,clinic,clinic,unchanged,private,private,unchanged,625 001,,,invalid_pincode
5606,bafdfd43-51a2-413a-b0b9-bb19275c2833,"Laxmi Dental Clinic - Gandhinagar, Gujarat, India",True,,clinic,clinic,unchanged,private,private,unchanged,382024,382024,,unresolved
5615,bc049b3b-735a-432c-b2eb-d597298571aa,Saranya Ayurveda Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,641 105,,,invalid_pincode
5625,bd573ccc-780e-4781-a939-5285adf7fe00,Mother Divine Fertility,True,,clinic,clinic,unchanged,private,private,unchanged,110048,110048,district_mode_selected,ambiguous_reference_mapping
5637,bfb3f876-ea26-4eed-bbf1-ab8d67965239,Smile Delhi ,True,,clinic,clinic,unchanged,private,private,unchanged,110025,110025,ambiguous_state,ambiguous_reference_mapping
5639,bff54c37-55a6-42ae-8f5c-738c95a2271e,Amara Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,517520,517520,district_mode_selected,ambiguous_reference_mapping
5640,c013e4d7-6f8e-47a0-83f3-95a497180770,Prashamsa Hospital,True,,hospital,hospital,unchanged,,,missing,500010,500010,ambiguous_district,ambiguous_reference_mapping
5647,c11d175a-ae2b-4b31-90b5-fe73b3a040cb,Vanni Hospital,True,duplicate_unique_id,hospital,hospital,unchanged,public,public,unchanged,626101,626101,exact,exact_reference_mapping
5648,c11d175a-ae2b-4b31-90b5-fe73b3a040cb,Vanni Hospital,False,duplicate_unique_id,hospital,hospital,unchanged,public,public,unchanged,626101,626101,exact,exact_reference_mapping
5656,c22c77ea-e633-427c-b4f0-0c0ded9371cb,Ankur Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,322202,322202,district_mode_selected,ambiguous_reference_mapping
5662,c2b79056-3772-459b-8693-8ed128e86e46,Swaasthya Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,517300,517300,,unresolved
5664,c2c2f471-241c-489e-9d0d-e422fa66ff7f,Cygnus J K Hindu Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,110007,110007,district_mode_selected,ambiguous_reference_mapping
5670,c3523a04-8453-47dd-8b0b-b9b301a25480,Rani Eye Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,148023,148023,district_mode_selected,ambiguous_reference_mapping
5674,c3eb6ccc-7516-4493-af90-147d01fb8464,PROSTHOTOUCHDentalCare,True,,dentist,dentist,unchanged,private,private,unchanged,382009,382009,,unresolved
5697,ca1701ea-df26-4e85-af75-53e41a424f51,Orange Dental Clinic & Maxillofacial Surgery Center,True,,clinic,clinic,unchanged,private,private,unchanged,440009,440009,,unresolved
5700,ca4aca78-9612-4fe5-93dc-eb28fa8a4cc6,Mahe Institute of Dental Sciences and Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,673 310,,,invalid_pincode
5702,cb099d20-e980-4c70-bf2b-f80ee98bddf9,"Dental DNA – City Dental Hospital & Research Center, Japla",True,,hospital,hospital,unchanged,private,private,unchanged,822115,822115,district_mode_selected,ambiguous_reference_mapping
5715,cc868995-7551-441c-b86d-3648e98924e7,Mahajan Imaging & Labs,True,,clinic,clinic,unchanged,private,private,unchanged,110024,110024,district_mode_selected,ambiguous_reference_mapping
5725,ce43c06e-ad54-4a03-84cf-dadadba21646,Nova IVF Fertility - Ranchi,True,,clinic,clinic,unchanged,private,private,unchanged,834 009,,,invalid_pincode
5729,cf141af9-03dc-4bda-8d45-22c15882b505,Anil X-Ray & Pathology,True,,clinic,clinic,unchanged,private,private,unchanged,497001,497001,district_mode_selected,ambiguous_reference_mapping
5732,cfa1d2a0-f0d0-4c60-b1e9-44ab871f3e59,Dr Chikara Dental Care and Implant Centre,True,,clinic,clinic,unchanged,private,private,unchanged,247776,247776,district_mode_selected,ambiguous_reference_mapping
5733,cfa7aa31-c7cb-4f44-9a9b-daf0a3a48962,Centre Point Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,440009,440009,,unresolved
5735,cfc83238-642a-498f-8e61-d8e9aa124cd1,Hope International Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,533005,533005,district_mode_selected,ambiguous_reference_mapping
5753,d232fc53-e4d0-4cea-bd7f-6e3c263ecc0a,Quality Care Lab,True,,clinic,clinic,unchanged,private,private,unchanged,533003,533003,district_mode_selected,ambiguous_reference_mapping
5761,d40967c4-3ae4-4d3e-a3c3-e93f820adc57,Uma Super Speciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,831018,831018,,unresolved
5794,d9178b81-b6a0-4558-a977-7760e67ba8c2,Fims Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,131031,131031,,unresolved
5811,db319f68-14bb-42df-881e-c78c563d9803,Ashirvad Joint Replacement Center,True,,hospital,hospital,unchanged,private,private,unchanged,385500,385500,,unresolved
5818,dbb5e053-5882-4319-983b-3da9e80dd9b6,Capital Dental Clinic,True,,dentist,dentist,unchanged,private,private,unchanged,382421,382421,district_mode_selected,ambiguous_reference_mapping
5852,df194c53-510a-4b2d-b201-fb7cb59dd495,Adarsh Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,600 014,,,invalid_pincode
5868,e22f6de9-371b-404c-b9b1-ece9c854f97e,Acharaya Vinoba Bhave Rural Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,442 004,,,invalid_pincode
5879,e3e48c58-9887-4e18-8c94-e5969fdab1bc,Aditya Ayurveda Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,678609,678609,,unresolved
5880,e3ffcff7-81ab-4837-a6e5-3113403d66b6,Arogyaman Dental Care,True,,clinic,clinic,unchanged,private,private,unchanged,477011,477011,,unresolved
5900,e5efd386-a9b5-449c-8bae-c295742d7085,Dr. Kumar’s Homeopathy & Mental Health Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,67,,,invalid_pincode
5915,e8307411-3c6f-4ad6-90c5-3e5fcba88e9c,"Jay's Dental Care (47, Madipakkam Main Road, Madipakkam, Chennai - 600 091, Tamilnadu, INDIA)",True,,dentist,dentist,unchanged,private,private,unchanged,600 091,,,invalid_pincode
5933,eb149585-a85e-44ad-9d48-551fbb304db6,St Anthonys Hospital,True,,hospital,hospital,unchanged,,,missing,600060,600060,district_mode_selected,ambiguous_reference_mapping
