pincode,post_office_count,district_candidate_count,state_candidate_count,district_candidates,state_candidates,preferred_district,preferred_state,resolution_status,is_safe_for_direct_join,valid_coordinate_pair_count,invalid_coordinate_pair_count,incomplete_coordinate_pair_count,likely_swapped_coordinate_count,mean_valid_latitude,mean_valid_longitude
737120,5,1,1,NORTH DISTRICT,SIKKIM,NORTH DISTRICT,SIKKIM,exact,True,5,0,0,0,27.59369,88.591439
737121,22,2,1,SOUTH DISTRICT|WEST DISTRICT,SIKKIM,WEST DISTRICT,SIKKIM,district_mode_selected,False,22,0,0,0,27.219472,88.283342
737126,16,1,1,SOUTH DISTRICT,SIKKIM,SOUTH DISTRICT,SIKKIM,exact,True,16,0,0,0,27.212284,88.386918
737128,10,1,1,SOUTH DISTRICT,SIKKIM,SOUTH DISTRICT,SIKKIM,exact,True,10,0,0,0,27.17644,88.437218
737131,9,1,1,PAKYONG,SIKKIM,PAKYONG,SIKKIM,exact,True,9,0,0,0,27.311093,88.663894
737132,9,2,1,PAKYONG|SOUTH DISTRICT,SIKKIM,SOUTH DISTRICT,SIKKIM,district_mode_selected,False,9,0,0,0,27.227759,88.521672
737133,9,1,1,PAKYONG,SIKKIM,PAKYONG,SIKKIM,exact,True,9,0,0,0,27.212204,88.646117
737134,25,2,1,EAST DISTRICT|SOUTH DISTRICT,SIKKIM,EAST DISTRICT,SIKKIM,district_mode_selected,False,25,0,0,0,27.317136,88.476467
737135,10,1,1,EAST DISTRICT,SIKKIM,EAST DISTRICT,SIKKIM,exact,True,10,0,0,0,27.332983,88.576505
737136,1,1,1,EAST DISTRICT,SIKKIM,EAST DISTRICT,SIKKIM,exact,True,1,0,0,0,27.339833,88.655049
737139,12,1,1,SOUTH DISTRICT,SIKKIM,SOUTH DISTRICT,SIKKIM,exact,True,12,0,0,0,27.299067,88.412863
741101,12,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,12,0,0,0,23.204333,88.480438
741102,9,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,9,0,0,0,23.366373,88.503784
741103,16,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,16,0,0,0,23.50533,88.502882
741121,9,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,9,0,0,0,23.313743,88.538536
741122,9,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,9,0,0,0,24.020309,88.677716
741123,15,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,15,0,0,0,23.489044,88.571693
741124,8,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,8,0,0,0,23.677292,88.468299
741125,7,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,7,0,0,0,23.459921,88.439167
741126,19,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,19,0,0,0,23.619525,88.396548
741127,2,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,2,0,0,0,23.259963,88.567886
741137,18,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,18,0,0,0,23.661042,88.290466
741138,4,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,4,0,0,0,26.067153,88.380694
741139,1,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,1,0,0,0,23.482057,88.448756
741140,5,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,5,0,0,0,23.329444,88.367278
741150,5,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,5,0,0,0,23.655944,88.280556
741151,4,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,4,0,0,0,23.331633,88.512052
741152,12,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,12,0,0,0,23.951618,88.612007
741153,3,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,3,0,0,0,23.572663,88.410219
741154,9,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,9,0,0,0,23.541108,88.436167
741155,7,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,7,0,0,0,23.808988,88.471921
741156,14,2,1,MURSHIDABAD|NADIA,WEST BENGAL,NADIA,WEST BENGAL,district_mode_selected,False,14,0,0,0,23.781109,88.37869
741157,2,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,2,0,0,0,23.766695,88.278805
741158,4,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,4,0,0,0,23.731417,88.643847
741159,1,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,1,0,0,0,23.259333,88.542167
741160,12,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,12,0,0,0,23.73875,88.507292
741161,3,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,3,0,0,0,23.52588,88.725492
741162,4,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,4,0,0,0,23.572153,88.345694
741163,5,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,5,0,0,0,23.623806,88.552917
741164,5,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,5,0,0,0,23.541334,88.622612
741165,12,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,12,0,0,0,23.823806,88.547116
741166,2,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,2,0,0,0,23.449861,88.535139
741167,2,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,2,0,0,0,23.227819,87.923538
741181,3,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,3,0,0,0,23.729444,88.310926
741201,12,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,12,0,0,0,23.155328,88.506308
741202,7,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,7,0,0,0,23.55469,88.047264
741221,1,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,1,0,0,0,22.945556,88.542222
741222,13,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,13,0,0,0,23.384426,88.370723
741223,7,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,7,0,0,0,23.065876,88.655526
741232,1,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,1,0,0,0,22.975667,88.435389
741234,1,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,1,0,0,0,22.957639,88.495667
741235,9,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,9,0,0,0,22.930887,88.428027
741238,8,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,8,0,0,0,23.007576,88.646967
741245,9,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,9,0,0,0,23.944763,87.897347
741246,2,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,2,0,0,0,22.968089,88.501396
741247,1,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,1,0,0,0,22.129694,88.545444
741248,5,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,5,0,0,0,23.035487,88.517863
741249,6,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,6,0,0,0,23.061675,88.521991
741250,2,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,2,0,0,0,22.942103,88.430012
741251,3,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,3,0,0,0,22.87824,88.440985
741252,1,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,1,0,0,0,22.944722,88.533056
741253,2,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,2,0,0,0,23.384799,88.644281
741254,2,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,2,0,0,0,23.196161,88.067525
741255,4,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,4,0,0,0,23.15525,88.54359
741256,3,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,3,0,0,0,23.3331,88.744037
741257,6,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,6,0,0,0,23.138304,88.476932
741301,2,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,2,0,0,0,23.402917,88.390556
741302,11,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,11,0,0,0,23.363358,88.329014
741313,4,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,4,0,0,0,23.447014,88.388444
741315,4,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,4,0,0,0,23.413112,88.409589
741316,6,2,1,NADIA|PURBA BARDHAMAN,WEST BENGAL,NADIA,WEST BENGAL,district_mode_selected,False,6,0,0,0,23.347611,88.362565
741317,3,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,3,0,0,0,23.335602,88.404306
741319,1,1,1,PURBA BARDHAMAN,WEST BENGAL,PURBA BARDHAMAN,WEST BENGAL,exact,True,1,0,0,0,23.366944,88.366944
741401,1,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,1,0,0,0,23.252778,88.433056
741402,9,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,9,0,0,0,23.221122,88.495795
741404,18,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,17,1,0,0,23.24586,87.933345
741501,7,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,7,0,0,0,23.24237,88.61154
741502,16,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,15,1,0,0,23.337154,88.651545
741503,4,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,4,0,0,0,23.351417,88.686347
741504,3,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,3,0,0,0,23.234618,88.651203
741505,4,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,4,0,0,0,23.263175,88.705828
741506,4,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,4,0,0,0,23.425891,88.700837
741507,8,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,8,0,0,0,23.764527,88.255614
741508,5,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,5,0,0,0,23.535491,88.777638
741509,3,1,1,NADIA,WEST BENGAL,NADIA,WEST BENGAL,exact,True,3,0,0,0,23.263126,88.597268
742101,9,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,9,0,0,0,23.537925,88.132164
742102,11,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,11,0,0,0,24.102737,88.246786
742103,5,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,5,0,0,0,24.103672,88.251862
742104,4,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,4,0,0,0,24.097344,88.293631
742113,3,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,3,0,0,0,24.236644,88.412733
742121,15,2,1,MURSHIDABAD|NADIA,WEST BENGAL,MURSHIDABAD,WEST BENGAL,district_mode_selected,False,15,0,0,0,24.315853,88.048893
742122,12,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,12,0,0,0,24.204546,88.239696
742123,7,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,7,0,0,0,24.239714,88.261667
742132,11,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,11,0,0,0,24.059518,87.886891
742133,16,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,16,0,0,0,23.993518,87.94196
742134,13,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,13,0,0,0,24.269322,88.082408
742135,19,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,19,0,0,0,24.331611,88.071529
742136,11,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,11,0,0,0,24.059045,88.119974
742137,4,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,4,0,0,0,24.206235,88.149826
742138,9,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,9,0,0,0,23.469595,88.187795
742140,10,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,10,0,0,0,23.99452,87.664428
742147,12,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,12,0,0,0,24.149489,87.946643
742148,14,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,14,0,0,0,24.358014,88.082313
742149,9,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,9,0,0,0,23.993178,88.184196
742151,5,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,5,0,0,0,23.62172,88.062313
742159,13,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,13,0,0,0,24.170392,87.975438
742160,1,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,1,0,0,0,24.3642,88.23815
742161,17,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,17,0,0,0,24.12503,87.956349
742163,11,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,11,0,0,0,23.521626,88.313164
742164,1,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,1,0,0,0,25.527222,88.420278
742165,7,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,7,0,0,0,24.44535,87.944536
742166,13,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,13,0,0,0,23.707706,88.139309
742168,10,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,10,0,0,0,23.887847,87.92069
742174,4,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,4,0,0,0,22.849,87.993147
742175,8,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,8,0,0,0,24.921569,87.933694
742184,11,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,11,0,0,0,23.822477,88.015295
742187,10,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,10,0,0,0,24.671107,87.955639
742189,14,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,14,0,0,0,24.3572,87.909614
742201,7,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,7,0,0,0,24.062979,87.92835
742202,20,2,1,MALDAH|MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,district_mode_selected,False,20,0,0,0,24.600091,87.942582
742212,8,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,8,0,0,0,24.749111,87.836271
742213,17,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,17,0,0,0,24.550243,88.030864
742223,14,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,14,0,0,0,24.102864,88.039402
742224,10,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,10,0,0,0,24.626194,87.985821
742225,4,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,4,0,0,0,24.525771,86.216563
742226,16,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,16,0,0,0,24.31378,87.944709
742227,8,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,8,0,0,0,24.285192,88.11582
742235,8,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,8,0,0,0,24.323552,87.949665
742236,2,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,2,0,0,0,22.866833,88.622333
742237,6,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,6,0,0,0,24.282417,87.826407
742238,1,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,1,0,0,0,23.95425,88.03725
742301,13,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,13,0,0,0,24.596708,87.843662
742302,15,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,15,0,0,0,24.473797,87.909523
742303,15,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,15,0,0,0,23.947386,87.68009
742304,19,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,19,0,0,0,24.182492,88.171104
742305,11,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,11,0,0,0,23.64463,88.266134
742306,9,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,9,0,0,0,23.722041,88.501948
742308,12,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,12,0,0,0,25.03095,87.991572
742401,15,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,15,0,0,0,23.770763,88.10249
742402,1,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,1,0,0,0,24.30875,88.238228
742404,4,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,4,0,0,0,24.070337,87.935138
742405,11,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,11,0,0,0,24.340492,87.977078
742406,9,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,9,0,0,0,23.381761,87.363072
742407,1,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,1,0,0,0,24.093009,88.25202
742408,1,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,1,0,0,0,24.093009,88.25202
742409,1,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,1,0,0,0,24.093009,88.25202
742410,1,1,1,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,WEST BENGAL,exact,True,1,0,0,0,24.35,87.9
743122,1,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,1,0,0,0,22.46,88.22
743123,2,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,2,0,0,0,23.375,88.41
743124,1,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,1,0,0,0,22.82,88.38
743125,3,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,3,0,0,0,22.857815,88.386667
743126,6,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,6,0,0,0,22.86,88.41
743127,8,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,8,0,0,0,22.8275,88.3925
743128,1,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,1,0,0,0,22.85,88.38
743129,1,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,1,0,0,0,22.86,88.41
743130,1,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,1,0,0,0,22.88,88.44
743133,2,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,2,0,0,0,22.82,88.375
743134,1,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,1,0,0,0,22.94,88.42
743135,4,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,4,0,0,0,22.92,88.425
743136,1,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,1,0,0,0,22.93,88.42
743144,7,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,7,0,0,0,22.802857,88.358571
743145,10,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,10,0,0,0,22.937,88.443
743165,3,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,3,0,0,0,22.89,88.423333
743166,5,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,5,0,0,0,22.888,88.424
743193,1,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,1,0,0,0,22.93,88.46
743194,2,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,2,0,0,0,22.86,88.39
743221,4,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,4,0,0,0,22.84287,88.524733
743222,4,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,4,0,0,0,22.840237,88.595932
743223,1,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,1,0,0,0,22.662972,88.871389
743232,8,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,8,0,0,0,23.522562,88.123383
743233,2,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,2,0,0,0,22.738063,88.763608
743234,6,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,6,0,0,0,22.789873,88.574608
743235,19,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,19,0,0,0,23.020433,88.807286
743245,17,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,17,0,0,0,23.000633,88.713164
743247,9,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,9,0,0,0,22.818956,88.772273
743248,4,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,4,0,0,0,22.762393,88.527343
743249,9,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,8,1,0,0,22.928516,88.716628
743251,22,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,22,0,0,0,23.150118,88.815913
743252,5,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,5,0,0,0,22.926844,88.759924
743262,6,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,6,0,0,0,22.993808,88.760166
743263,11,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,11,0,0,0,22.7976,88.543943
743268,1,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,1,0,0,0,22.837776,88.644326
743270,6,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,6,0,0,0,23.201295,88.82036
743271,3,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,3,0,0,0,22.818661,88.676693
743272,4,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,4,0,0,0,22.862507,88.615293
743273,16,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,16,0,0,0,22.87588,88.86964
743286,9,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,9,0,0,0,22.82322,88.875083
743287,3,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,3,0,0,0,22.928679,88.782364
743289,5,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,5,0,0,0,22.848671,88.743011
743290,7,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,7,0,0,0,23.000132,87.574778
743291,3,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,3,0,0,0,22.632135,88.818841
743292,6,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,6,0,0,0,22.683668,88.903045
743293,4,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,4,0,0,0,22.711544,88.736076
743294,4,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,4,0,0,0,22.737492,88.557792
743297,5,1,1,24 PARAGANAS NORTH,WEST BENGAL,24 PARAGANAS NORTH,WEST BENGAL,exact,True,5,0,0,0,23.187908,88.752621
743312,15,1,1,24 PARAGANAS SOUTH,WEST BENGAL,24 PARAGANAS SOUTH,WEST BENGAL,exact,True,15,0,0,0,22.152495,88.6668
743318,12,1,1,24 PARAGANAS SOUTH,WEST BENGAL,24 PARAGANAS SOUTH,WEST BENGAL,exact,True,12,0,0,0,22.414596,88.184773
743329,34,2,1,24 PARAGANAS NORTH|24 PARAGANAS SOUTH,WEST BENGAL,24 PARAGANAS SOUTH,WEST BENGAL,district_mode_selected,False,34,0,0,0,22.309492,88.657036
743330,7,1,1,24 PARAGANAS SOUTH,WEST BENGAL,24 PARAGANAS SOUTH,WEST BENGAL,exact,True,7,0,0,0,22.419644,88.513784
743331,6,1,1,24 PARAGANAS SOUTH,WEST BENGAL,24 PARAGANAS SOUTH,WEST BENGAL,exact,True,6,0,0,0,22.58047,88.18219
743332,14,1,1,24 PARAGANAS SOUTH,WEST BENGAL,24 PARAGANAS SOUTH,WEST BENGAL,exact,True,14,0,0,0,22.208582,88.264651
